viajero_id,ciudad_origen,destino_preferido,tipo_viaje,canal_reserva,edad,gasto_promedio_cop,frecuencia_anual,noches_promedio,satisfaccion
VCO0285,Medellín,Eje Cafetero,Gastronómico,Reserva directa,39,843874,3.5,4.9,4.8
VCO0286,Manizales,Santa Marta,Ecoturismo,App móvil,23,416688,4.7,5.2,4.4
VCO0287,Barranquilla,Santa Marta,Gastronómico,Agencia tradicional,38,1355245,2.5,6.3,4.9
VCO0288,Bogotá,Santa Marta,Descanso,App móvil,28,1103213,1.1,5.4,4.3
VCO0289,Medellín,Santa Marta,Cultural,Reserva directa,30,216658,4.1,4.3,4.7
VCO0290,Bogotá,San Andrés,Gastronómico,App móvil,29,1149104,1.3,7.1,5.0
VCO0291,Pereira,Villa de Leyva,Aventura,App móvil,27,360927,5.0,5.4,4.4
VCO0292,Manizales,Villa de Leyva,Aventura,Recomendación,32,352030,3.5,3.5,4.3
VCO0293,Medellín,Medellín,Cultural,Agencia tradicional,50,2124613,1.0,3.6,4.6
VCO0294,Bogotá,Santa Marta,Aventura,Reserva directa,35,414767,5.9,2.7,3.3
VCO0295,Pereira,Eje Cafetero,Ecoturismo,Reserva directa,28,392471,3.3,4.0,3.8
VCO0296,Bogotá,Cartagena,Descanso,App móvil,46,989989,1.8,6.1,4.6
VCO0297,Bogotá,Cartagena,Gastronómico,Agencia tradicional,37,2034824,1.0,5.7,4.5
VCO0298,Cali,Eje Cafetero,Aventura,Recomendación,27,398206,7.7,3.0,4.3
VCO0299,Bogotá,San Andrés,Descanso,Reserva directa,43,1076644,1.5,5.5,4.1
VCO0300,Medellín,Santa Marta,Cultural,App móvil,28,514305,6.5,3.8,4.8
VCO0301,Pereira,Santa Marta,Ecoturismo,App móvil,25,284996,3.0,4.1,3.9
VCO0302,Bogotá,Cartagena,Gastronómico,Agencia tradicional,34,1193591,2.1,6.9,4.3
VCO0303,Barranquilla,San Andrés,Descanso,App móvil,35,963805,1.3,6.2,4.2
VCO0304,Medellín,San Andrés,Descanso,Agencia tradicional,32,969663,1.4,6.9,4.7
VCO0305,Cúcuta,Cartagena,Gastronómico,Reserva directa,44,1622259,1.5,4.3,4.8
VCO0306,Bogotá,Cartagena,Gastronómico,Reserva directa,37,1881977,2.1,2.8,4.7
VCO0307,Barranquilla,Santa Marta,Gastronómico,App móvil,39,1135391,2.2,5.5,4.4
VCO0308,Manizales,Villa de Leyva,Ecoturismo,App móvil,27,447908,5.9,6.2,4.6
VCO0309,Barranquilla,Cartagena,Gastronómico,App móvil,44,2713478,1.7,2.6,4.4
VCO0310,Medellín,Santa Marta,Ecoturismo,App móvil,27,302620,5.6,4.1,4.4
VCO0311,Bogotá,San Andrés,Descanso,App móvil,28,1389628,2.3,8.2,3.3
VCO0312,Medellín,Eje Cafetero,Ecoturismo,App móvil,23,350060,4.6,3.2,4.0
VCO0313,Medellín,Eje Cafetero,Aventura,App móvil,25,404868,3.9,4.8,3.3
VCO0314,Bogotá,San Andrés,Cultural,App móvil,47,3031458,1.9,5.8,4.7
VCO0315,Bogotá,Cartagena,Gastronómico,Reserva directa,49,2826986,1.0,3.8,4.4
VCO0316,Barranquilla,San Andrés,Cultural,App móvil,38,1546064,1.1,5.3,4.7
VCO0317,Bogotá,Eje Cafetero,Descanso,Agencia tradicional,44,750882,2.2,9.1,4.0
VCO0318,Cali,Eje Cafetero,Aventura,App móvil,27,399846,5.9,3.9,3.9
VCO0319,Pereira,Santa Marta,Aventura,App móvil,22,369188,6.8,2.4,4.0
VCO0320,Bogotá,Santa Marta,Aventura,Recomendación,24,388904,5.0,4.0,4.1
VCO0321,Bogotá,Cartagena,Descanso,Agencia tradicional,39,1154901,1.2,3.3,5.0
VCO0322,Bogotá,San Andrés,Gastronómico,App móvil,44,1259102,1.9,6.0,4.9
VCO0323,Bogotá,Cartagena,Cultural,Agencia tradicional,41,1088240,1.0,5.7,4.4
VCO0324,Cali,Santa Marta,Aventura,Recomendación,24,381433,5.2,6.3,3.8
VCO0325,Medellín,Medellín,Gastronómico,Agencia tradicional,43,2409859,1.1,5.3,4.6
VCO0326,Bogotá,Cartagena,Descanso,App móvil,33,1074515,2.6,3.8,4.4
VCO0327,Cúcuta,Cartagena,Descanso,Reserva directa,37,1445771,2.2,4.8,4.6
VCO0328,Cúcuta,Santa Marta,Descanso,Reserva directa,38,1292215,2.7,5.4,5.0
VCO0329,Barranquilla,Santa Marta,Descanso,Agencia tradicional,32,1250125,3.9,7.3,4.2
VCO0330,Manizales,Santa Marta,Ecoturismo,App móvil,31,318481,3.6,3.2,4.1
VCO0331,Manizales,Eje Cafetero,Aventura,Recomendación,23,393021,3.3,4.9,5.0
VCO0332,Bogotá,Villa de Leyva,Descanso,Reserva directa,38,2856736,1.8,5.2,4.4
VCO0333,Medellín,Eje Cafetero,Aventura,App móvil,23,270135,3.2,3.7,4.1
VCO0334,Manizales,Villa de Leyva,Aventura,Recomendación,26,391503,3.7,3.7,4.2
VCO0335,Medellín,Amazonas,Aventura,App móvil,32,419082,3.7,3.2,3.6
VCO0336,Pereira,Amazonas,Ecoturismo,Reserva directa,34,363717,4.2,2.6,3.7
VCO0337,Cali,Cartagena,Gastronómico,App móvil,39,2966887,1.0,3.1,4.2
VCO0338,Bogotá,Santa Marta,Gastronómico,Agencia tradicional,31,1624911,2.7,6.6,4.9
VCO0339,Bogotá,Cartagena,Descanso,Agencia tradicional,39,700000,2.0,6.3,4.5
VCO0340,Bogotá,Amazonas,Cultural,App móvil,28,256377,4.7,3.3,4.9
VCO0341,Bucaramanga,Cartagena,Gastronómico,App móvil,28,1545138,2.9,4.1,5.0
VCO0342,Bogotá,Cartagena,Descanso,App móvil,33,1224368,1.0,6.9,4.4
VCO0343,Bogotá,Amazonas,Aventura,Reserva directa,22,274635,5.4,3.6,3.3
VCO0344,Barranquilla,Cartagena,Cultural,Agencia tradicional,47,1219965,2.1,4.1,4.2
VCO0345,Bogotá,Cartagena,Descanso,Agencia tradicional,40,1066533,2.1,6.3,4.6
VCO0346,Cúcuta,Santa Marta,Descanso,App móvil,31,751616,2.2,7.3,4.6
VCO0347,Bucaramanga,San Andrés,Gastronómico,App móvil,40,1241091,2.5,6.2,4.8
VCO0348,Bogotá,Eje Cafetero,Aventura,Recomendación,29,223149,2.2,3.0,4.6
VCO0349,Manizales,Amazonas,Cultural,App móvil,26,441205,5.1,2.2,3.9
VCO0350,Barranquilla,Eje Cafetero,Descanso,Reserva directa,35,1100202,1.8,5.7,5.0
VCO0351,Bucaramanga,Cartagena,Descanso,App móvil,37,1548972,1.7,3.8,4.5
VCO0352,Medellín,Cartagena,Cultural,Reserva directa,50,1980669,1.2,5.9,5.0
VCO0353,Barranquilla,Cartagena,Cultural,Agencia tradicional,31,1243441,1.6,5.4,4.0
VCO0354,Bogotá,Santa Marta,Cultural,Recomendación,18,437534,2.8,4.6,3.3
VCO0355,Cali,Villa de Leyva,Aventura,Reserva directa,25,388320,4.7,4.3,4.4
VCO0356,Bogotá,Eje Cafetero,Gastronómico,Agencia tradicional,43,1293708,1.7,6.5,4.7
VCO0357,Manizales,Villa de Leyva,Ecoturismo,Recomendación,32,524284,3.1,2.8,4.4
VCO0358,Cúcuta,Cartagena,Descanso,Agencia tradicional,28,1150531,1.6,6.3,4.5
VCO0359,Medellín,Cartagena,Gastronómico,App móvil,46,2422203,2.7,4.0,4.5
VCO0360,Barranquilla,San Andrés,Cultural,Agencia tradicional,40,1334009,2.2,8.2,4.8
VCO0361,Bogotá,Cartagena,Cultural,Reserva directa,44,1397079,1.7,5.6,4.1
VCO0362,Medellín,Cartagena,Descanso,Reserva directa,35,882830,2.5,9.0,3.4
VCO0363,Bogotá,Santa Marta,Descanso,Agencia tradicional,35,1235296,2.5,6.0,4.5
VCO0364,Bucaramanga,San Andrés,Descanso,App móvil,43,1290245,2.9,5.2,4.7
VCO0365,Bogotá,Cartagena,Gastronómico,App móvil,51,2518919,1.0,5.1,4.5
VCO0366,Medellín,Cartagena,Cultural,Agencia tradicional,36,1041845,2.4,3.3,4.4
VCO0367,Bogotá,Cartagena,Cultural,Agencia tradicional,35,2325394,1.0,4.4,4.7
VCO0368,Bogotá,Cartagena,Cultural,Agencia tradicional,48,2928672,1.7,3.6,4.4
VCO0369,Cali,Amazonas,Aventura,Recomendación,24,192755,5.9,3.3,3.6
VCO0370,Manizales,Eje Cafetero,Aventura,App móvil,21,303030,4.5,4.1,4.4
VCO0371,Pereira,Eje Cafetero,Aventura,App móvil,26,219286,6.3,2.5,3.9
VCO0372,Manizales,Eje Cafetero,Ecoturismo,App móvil,18,316013,3.9,1.8,3.3
VCO0373,Medellín,Amazonas,Aventura,Recomendación,27,390199,4.0,4.1,4.8
VCO0374,Medellín,Cartagena,Descanso,Reserva directa,33,1111945,2.0,8.6,3.9
VCO0375,Pereira,Amazonas,Cultural,Reserva directa,24,235853,2.6,2.5,3.6
VCO0376,Cali,Eje Cafetero,Aventura,Recomendación,19,355546,3.0,4.7,3.9
VCO0377,Bogotá,Villa de Leyva,Gastronómico,Reserva directa,45,2513209,1.0,2.5,4.2
VCO0378,Pereira,Eje Cafetero,Ecoturismo,App móvil,23,214402,3.1,2.2,3.8
VCO0379,Cali,Medellín,Gastronómico,Agencia tradicional,42,2809609,1.0,5.1,4.7
VCO0380,Bogotá,Eje Cafetero,Ecoturismo,Recomendación,18,415384,6.7,3.5,5.0
VCO0381,Cali,Eje Cafetero,Cultural,App móvil,25,426326,2.8,3.1,3.8
VCO0382,Bucaramanga,Cartagena,Descanso,Agencia tradicional,38,1192014,2.0,7.8,4.1
VCO0383,Bogotá,Cartagena,Descanso,App móvil,35,1358984,2.0,5.8,4.2
VCO0384,Bogotá,Medellín,Cultural,Reserva directa,40,1769736,2.0,5.6,4.6
VCO0385,Medellín,Santa Marta,Cultural,Agencia tradicional,41,1411634,3.3,3.7,3.9
VCO0386,Medellín,San Andrés,Descanso,Agencia tradicional,47,1906224,2.0,2.0,4.5
VCO0387,Bogotá,Santa Marta,Aventura,App móvil,22,350158,4.9,3.0,4.7
VCO0388,Cali,Eje Cafetero,Cultural,App móvil,27,472629,5.6,3.7,4.4
VCO0389,Bogotá,San Andrés,Gastronómico,Agencia tradicional,46,2422663,2.5,3.8,4.3
VCO0390,Medellín,Villa de Leyva,Gastronómico,App móvil,42,2858718,1.8,3.6,4.7
VCO0391,Medellín,Cartagena,Cultural,Reserva directa,52,2668929,1.8,4.2,4.5
VCO0392,Bogotá,Eje Cafetero,Descanso,Reserva directa,34,1583451,2.9,4.1,4.1
VCO0393,Medellín,Santa Marta,Ecoturismo,App móvil,22,320949,2.9,2.5,4.2
VCO0394,Barranquilla,Cartagena,Cultural,Agencia tradicional,38,2365933,1.8,4.5,4.4
VCO0395,Manizales,Amazonas,Aventura,App móvil,25,377297,5.7,3.3,3.4
VCO0396,Bogotá,Cartagena,Descanso,App móvil,42,2223889,1.2,5.4,4.6
VCO0397,Medellín,Villa de Leyva,Cultural,Reserva directa,37,2426583,1.0,3.5,5.0
VCO0398,Medellín,Cartagena,Gastronómico,Agencia tradicional,39,1196905,3.2,3.0,4.1
VCO0399,Cali,Cartagena,Cultural,Reserva directa,40,1907107,1.7,5.4,4.8
VCO0400,Medellín,Cartagena,Descanso,Reserva directa,47,2960666,1.7,4.2,4.5
VCO0401,Medellín,Eje Cafetero,Cultural,Reserva directa,25,353946,4.0,5.1,3.7
VCO0402,Medellín,Cartagena,Descanso,App móvil,54,2515021,1.5,3.2,4.6
VCO0403,Bucaramanga,San Andrés,Cultural,App móvil,37,1394488,1.7,4.3,4.2
VCO0404,Cali,San Andrés,Gastronómico,Reserva directa,45,2184769,1.2,5.0,4.5
VCO0405,Manizales,Eje Cafetero,Cultural,Recomendación,28,364405,7.3,3.7,3.5
VCO0406,Cali,Villa de Leyva,Gastronómico,App móvil,40,2353170,1.1,4.9,4.5
VCO0407,Bucaramanga,Eje Cafetero,Gastronómico,Reserva directa,46,1128319,2.3,4.3,5.0
VCO0408,Cali,Eje Cafetero,Aventura,Recomendación,28,437777,5.3,4.3,4.1
VCO0409,Cali,Cartagena,Cultural,Reserva directa,52,3096669,1.1,4.2,4.5
VCO0410,Medellín,Villa de Leyva,Cultural,App móvil,23,310211,6.5,3.0,4.2
VCO0411,Medellín,Amazonas,Aventura,Recomendación,29,396116,2.3,1.9,4.1
VCO0412,Bogotá,San Andrés,Cultural,Reserva directa,42,2291747,1.0,3.6,4.9
VCO0413,Bogotá,Cartagena,Gastronómico,Agencia tradicional,48,1860952,1.4,4.4,4.5
VCO0414,Barranquilla,Eje Cafetero,Gastronómico,App móvil,46,1496748,1.0,4.6,4.5
VCO0415,Bogotá,Cartagena,Cultural,Agencia tradicional,34,1053037,1.4,3.3,5.0
VCO0416,Bucaramanga,San Andrés,Descanso,Agencia tradicional,47,920154,2.4,5.8,4.9
VCO0417,Pereira,Villa de Leyva,Aventura,Reserva directa,19,247731,4.3,1.8,4.7
VCO0418,Bogotá,Eje Cafetero,Cultural,Recomendación,30,278365,3.9,4.5,4.5
VCO0419,Bucaramanga,Cartagena,Cultural,Agencia tradicional,39,1087613,3.3,7.7,5.0
VCO0420,Cali,Cartagena,Cultural,Reserva directa,48,1826506,1.0,4.1,4.6
VCO0421,Bogotá,Villa de Leyva,Gastronómico,App móvil,45,2457048,1.4,4.2,4.4
VCO0422,Medellín,Villa de Leyva,Gastronómico,Agencia tradicional,38,3142271,1.0,2.0,5.0
VCO0423,Medellín,Eje Cafetero,Aventura,App móvil,21,447703,3.9,3.5,4.3
VCO0424,Barranquilla,San Andrés,Descanso,Agencia tradicional,32,1472865,2.1,6.8,4.4
VCO0425,Pereira,Amazonas,Cultural,Recomendación,27,342391,3.5,1.1,5.0
VCO0426,Bucaramanga,Eje Cafetero,Descanso,Agencia tradicional,39,1035428,3.2,3.0,4.4
VCO0427,Cúcuta,Cartagena,Descanso,Reserva directa,37,992155,2.7,4.3,4.2
VCO0428,Medellín,Medellín,Cultural,Reserva directa,49,3296837,1.6,3.9,5.0
VCO0429,Medellín,Eje Cafetero,Aventura,Recomendación,22,371140,5.0,2.9,5.0
VCO0430,Cali,Amazonas,Aventura,App móvil,26,346773,4.1,1.3,4.0
VCO0431,Medellín,Santa Marta,Aventura,App móvil,21,409628,4.2,2.7,4.1
VCO0432,Medellín,San Andrés,Cultural,Reserva directa,45,2360990,2.2,3.2,4.6
VCO0433,Bucaramanga,Santa Marta,Descanso,Agencia tradicional,37,1048900,2.1,6.9,4.0
VCO0434,Bogotá,Eje Cafetero,Aventura,App móvil,29,280304,5.5,3.7,4.4
VCO0435,Medellín,Villa de Leyva,Ecoturismo,App móvil,18,355772,4.9,3.8,3.7
VCO0436,Bucaramanga,Cartagena,Descanso,Agencia tradicional,44,1067833,2.3,4.6,4.6
VCO0437,Medellín,Santa Marta,Aventura,App móvil,28,258532,5.1,3.4,4.3
VCO0438,Bogotá,Cartagena,Cultural,Reserva directa,51,2008189,1.8,2.6,4.4
VCO0439,Barranquilla,Santa Marta,Descanso,Agencia tradicional,37,1398859,2.6,5.4,3.8
VCO0440,Bogotá,Villa de Leyva,Aventura,App móvil,23,292554,4.9,2.2,4.4
VCO0441,Cali,Eje Cafetero,Cultural,Recomendación,25,302971,5.9,5.0,4.0
VCO0442,Cali,Medellín,Cultural,App móvil,49,2908785,1.4,3.1,4.7
VCO0443,Manizales,Amazonas,Cultural,App móvil,23,259326,3.5,4.4,4.0
VCO0444,Pereira,Eje Cafetero,Aventura,App móvil,22,377993,3.1,2.0,3.8
VCO0445,Bogotá,Villa de Leyva,Cultural,Reserva directa,37,2103750,1.9,5.1,4.7
VCO0446,Bogotá,Medellín,Descanso,Reserva directa,42,2362723,1.8,5.5,4.6
VCO0447,Bogotá,Villa de Leyva,Cultural,Reserva directa,41,2803592,1.7,3.1,4.7
VCO0448,Cali,San Andrés,Gastronómico,Reserva directa,46,2679231,2.0,2.9,4.2
VCO0449,Pereira,Villa de Leyva,Cultural,App móvil,27,392736,5.9,4.1,3.9
VCO0450,Bogotá,Eje Cafetero,Ecoturismo,Recomendación,24,291860,3.7,3.2,3.7
VCO0451,Bogotá,Villa de Leyva,Gastronómico,Agencia tradicional,44,3239243,1.4,4.1,4.6
VCO0452,Barranquilla,Cartagena,Gastronómico,Reserva directa,36,700000,2.6,5.0,3.9
VCO0453,Medellín,Cartagena,Descanso,App móvil,36,1038469,1.8,4.9,4.8
VCO0454,Bogotá,Cartagena,Gastronómico,Agencia tradicional,40,2370594,1.0,5.7,4.6
VCO0455,Bogotá,Villa de Leyva,Ecoturismo,Recomendación,25,333441,4.7,2.6,4.5
VCO0456,Medellín,Cartagena,Cultural,App móvil,39,983999,2.6,3.0,3.7
VCO0457,Manizales,Eje Cafetero,Aventura,App móvil,27,415788,4.9,3.1,4.2
VCO0458,Bucaramanga,San Andrés,Cultural,Agencia tradicional,34,1499006,2.4,8.6,5.0
VCO0459,Medellín,Amazonas,Aventura,App móvil,24,394157,6.0,2.8,4.0
VCO0460,Manizales,Santa Marta,Ecoturismo,App móvil,30,322472,2.2,5.6,3.6
VCO0461,Manizales,Amazonas,Aventura,App móvil,26,340842,4.0,2.5,4.9
VCO0462,Bogotá,Cartagena,Descanso,Reserva directa,34,1099073,2.0,5.8,3.9
VCO0463,Bogotá,Eje Cafetero,Gastronómico,App móvil,40,1039377,2.3,7.5,4.2
VCO0464,Barranquilla,Santa Marta,Descanso,Agencia tradicional,36,1053628,1.9,5.0,4.1
VCO0465,Bogotá,San Andrés,Gastronómico,Agencia tradicional,46,2742205,1.1,6.1,4.3
VCO0466,Bogotá,Santa Marta,Ecoturismo,App móvil,30,287752,4.2,3.3,4.3
VCO0467,Manizales,Santa Marta,Ecoturismo,App móvil,24,443744,6.1,4.0,3.3
VCO0468,Bogotá,Medellín,Gastronómico,Agencia tradicional,39,2174238,2.1,2.9,4.3
VCO0469,Bogotá,Santa Marta,Aventura,Reserva directa,26,284707,5.6,3.2,3.7
VCO0470,Medellín,Cartagena,Gastronómico,Reserva directa,46,2897765,1.0,5.0,4.6
VCO0471,Pereira,Santa Marta,Aventura,Reserva directa,27,374156,6.0,3.0,4.1
VCO0472,Bogotá,Villa de Leyva,Cultural,App móvil,40,3305421,1.0,3.7,4.2
VCO0473,Pereira,Villa de Leyva,Aventura,App móvil,23,499488,4.1,2.8,4.6
VCO0474,Bogotá,Cartagena,Gastronómico,Reserva directa,49,2609564,1.4,5.3,4.5
VCO0475,Medellín,San Andrés,Descanso,App móvil,38,1570408,1.8,6.5,4.4
VCO0476,Cali,Villa de Leyva,Cultural,Agencia tradicional,30,2287435,1.6,2.2,4.8
VCO0477,Pereira,Eje Cafetero,Cultural,App móvil,22,437192,3.5,3.0,4.1
VCO0478,Bogotá,Cartagena,Gastronómico,App móvil,32,1127674,2.2,4.3,3.9
VCO0479,Barranquilla,San Andrés,Cultural,Reserva directa,31,2255599,2.2,2.8,4.3
VCO0480,Bogotá,San Andrés,Cultural,Agencia tradicional,36,834318,2.8,6.3,4.2
VCO0481,Medellín,San Andrés,Descanso,Agencia tradicional,42,786324,1.3,5.6,3.9
VCO0482,Medellín,Eje Cafetero,Descanso,Reserva directa,28,1217879,1.3,6.0,4.5
VCO0483,Bucaramanga,Cartagena,Gastronómico,Agencia tradicional,37,1111482,2.4,5.8,4.2
VCO0484,Cúcuta,Cartagena,Gastronómico,App móvil,34,1201545,3.2,3.9,4.5
VCO0485,Medellín,Cartagena,Descanso,Reserva directa,40,1389062,1.9,7.9,4.7
VCO0486,Cali,Cartagena,Cultural,App móvil,53,1818085,1.2,4.2,4.4
VCO0487,Bogotá,Eje Cafetero,Aventura,App móvil,25,355091,6.9,2.2,3.7
VCO0488,Pereira,Amazonas,Aventura,App móvil,29,320257,4.9,3.7,3.4
VCO0489,Medellín,San Andrés,Cultural,Reserva directa,34,2293607,1.0,5.5,4.3
VCO0490,Barranquilla,San Andrés,Cultural,Agencia tradicional,42,2666749,1.7,4.6,5.0
VCO0491,Barranquilla,Cartagena,Gastronómico,Agencia tradicional,42,1420744,1.0,7.2,4.2
VCO0492,Bucaramanga,San Andrés,Descanso,Reserva directa,36,1123102,1.9,7.2,4.9
VCO0493,Cali,Villa de Leyva,Cultural,Recomendación,26,288157,4.0,2.2,4.3
VCO0494,Cali,Villa de Leyva,Aventura,App móvil,24,280341,2.5,4.2,4.1
VCO0495,Medellín,Cartagena,Descanso,App móvil,32,1416716,2.6,8.2,4.7
VCO0496,Bogotá,Amazonas,Ecoturismo,Recomendación,24,385878,6.2,3.5,4.0
VCO0497,Medellín,Santa Marta,Descanso,Agencia tradicional,31,1503990,2.2,4.6,4.1
VCO0498,Bogotá,Villa de Leyva,Aventura,Recomendación,31,276558,3.4,4.4,3.6
VCO0499,Medellín,Villa de Leyva,Descanso,Agencia tradicional,45,3059137,1.5,5.1,4.7
VCO0500,Cali,San Andrés,Gastronómico,Agencia tradicional,39,2976469,1.5,3.9,4.2
VCO0501,Bogotá,San Andrés,Cultural,Reserva directa,34,1474454,1.8,3.3,3.6
VCO0502,Bogotá,San Andrés,Descanso,App móvil,40,1228408,2.6,5.2,4.3
VCO0503,Manizales,Eje Cafetero,Aventura,Recomendación,18,249904,5.6,1.0,4.2
VCO0504,Medellín,San Andrés,Gastronómico,App móvil,41,2927199,1.0,2.0,4.7
VCO0505,Bucaramanga,San Andrés,Cultural,Reserva directa,32,1378637,3.2,5.7,4.2
VCO0506,Cali,Amazonas,Ecoturismo,Recomendación,25,301059,4.5,2.7,4.0
VCO0507,Medellín,Cartagena,Gastronómico,Reserva directa,40,1998390,2.3,3.2,4.1
VCO0508,Bogotá,Villa de Leyva,Descanso,Reserva directa,53,2100425,2.2,4.6,4.8
VCO0509,Cali,Cartagena,Cultural,Reserva directa,38,2609053,1.4,6.0,4.8
VCO0510,Barranquilla,Cartagena,Cultural,App móvil,35,1191748,2.2,5.2,3.9
VCO0511,Bogotá,Eje Cafetero,Cultural,Agencia tradicional,33,1349949,3.9,3.0,4.6
VCO0512,Bogotá,San Andrés,Descanso,App móvil,41,797019,2.4,4.3,5.0
VCO0513,Bogotá,San Andrés,Descanso,App móvil,46,2752489,2.6,3.0,3.7
VCO0514,Cali,Cartagena,Cultural,Reserva directa,37,2039509,1.4,5.6,4.3
VCO0515,Bogotá,Santa Marta,Aventura,App móvil,32,376998,2.7,5.7,2.5
VCO0516,Pereira,Villa de Leyva,Cultural,App móvil,24,328935,3.9,4.1,4.6
VCO0517,Bogotá,Amazonas,Ecoturismo,Reserva directa,30,337438,5.8,3.6,3.3
VCO0518,Bogotá,Villa de Leyva,Cultural,Reserva directa,50,2286619,1.4,4.6,4.6
VCO0519,Medellín,Villa de Leyva,Cultural,Agencia tradicional,49,2089349,2.1,5.1,4.3
VCO0520,Pereira,Amazonas,Cultural,Recomendación,24,420137,5.5,4.8,5.0
VCO0521,Medellín,San Andrés,Cultural,App móvil,42,1306556,2.1,6.1,4.9
VCO0522,Bogotá,Cartagena,Gastronómico,Agencia tradicional,40,1038894,2.3,5.2,4.5
VCO0523,Bogotá,San Andrés,Cultural,App móvil,52,2413599,1.1,3.4,4.4
VCO0524,Bogotá,San Andrés,Cultural,Agencia tradicional,39,2633586,1.8,3.3,4.6
VCO0525,Bogotá,San Andrés,Cultural,App móvil,37,2431528,1.7,3.7,4.4
VCO0526,Bogotá,San Andrés,Descanso,Agencia tradicional,44,1380454,3.4,3.8,5.0
VCO0527,Medellín,Eje Cafetero,Descanso,Agencia tradicional,32,1100025,2.4,4.7,4.9
VCO0528,Cali,Villa de Leyva,Aventura,App móvil,26,443369,4.2,4.2,3.9
VCO0529,Medellín,Villa de Leyva,Cultural,Recomendación,27,348155,6.0,3.8,4.3
VCO0530,Cali,San Andrés,Cultural,Agencia tradicional,41,3144117,1.8,4.8,4.8
VCO0531,Barranquilla,San Andrés,Descanso,Agencia tradicional,43,2124173,2.4,3.7,4.7
VCO0532,Medellín,Villa de Leyva,Descanso,Agencia tradicional,45,1776681,1.1,3.6,4.7
VCO0533,Bogotá,Cartagena,Cultural,Agencia tradicional,49,2747227,2.3,4.1,4.8
VCO0534,Bogotá,San Andrés,Gastronómico,App móvil,34,1167973,2.7,5.0,4.9
VCO0535,Barranquilla,Cartagena,Cultural,Reserva directa,42,2096626,1.0,4.5,4.6
VCO0536,Medellín,Cartagena,Cultural,Reserva directa,42,1888100,1.5,3.6,5.0
VCO0537,Cali,Cartagena,Gastronómico,App móvil,47,3114958,1.8,5.0,4.2
VCO0538,Medellín,Amazonas,Aventura,App móvil,23,311875,7.1,3.4,3.7
VCO0539,Medellín,Cartagena,Cultural,Agencia tradicional,36,1288979,1.5,7.1,4.8
VCO0540,Bogotá,Villa de Leyva,Aventura,App móvil,26,321340,2.0,4.7,4.0
VCO0541,Medellín,Cartagena,Gastronómico,Reserva directa,38,3165676,1.1,5.2,4.8
VCO0542,Bogotá,Cartagena,Descanso,Agencia tradicional,40,977341,3.3,3.0,4.0
VCO0543,Medellín,Eje Cafetero,Ecoturismo,Reserva directa,28,533352,4.0,2.2,3.9
VCO0544,Barranquilla,Santa Marta,Gastronómico,Agencia tradicional,44,1398911,2.4,6.4,4.1
VCO0545,Bogotá,Cartagena,Cultural,Reserva directa,33,1047647,3.1,4.2,4.1
VCO0546,Cali,Santa Marta,Aventura,App móvil,25,476569,3.7,4.1,3.8
VCO0547,Pereira,Villa de Leyva,Cultural,App móvil,28,318042,4.5,4.0,4.1
VCO0548,Barranquilla,Cartagena,Descanso,App móvil,42,1190440,2.5,4.3,3.8
VCO0549,Medellín,San Andrés,Descanso,Agencia tradicional,42,1054645,3.0,6.2,4.8
VCO0550,Cali,San Andrés,Descanso,Reserva directa,43,2854631,1.7,5.8,4.4
VCO0551,Bogotá,Santa Marta,Descanso,Agencia tradicional,43,1266543,1.1,3.9,4.0
VCO0552,Bogotá,Cartagena,Cultural,Agencia tradicional,47,2130292,1.0,5.3,4.3
VCO0553,Barranquilla,San Andrés,Cultural,Agencia tradicional,46,1150532,1.0,6.0,4.5
VCO0554,Bogotá,Santa Marta,Gastronómico,App móvil,45,1266646,3.0,4.3,4.5
VCO0555,Barranquilla,San Andrés,Gastronómico,Agencia tradicional,44,2253085,1.2,2.0,4.5
VCO0556,Bogotá,San Andrés,Descanso,Agencia tradicional,46,1333509,1.8,5.3,4.8
VCO0557,Medellín,Amazonas,Aventura,App móvil,27,350977,4.6,2.6,3.9
VCO0558,Manizales,Eje Cafetero,Cultural,App móvil,26,254266,5.4,3.0,3.8
VCO0559,Bogotá,San Andrés,Descanso,App móvil,48,2139935,1.4,3.8,4.4
VCO0560,Bogotá,Santa Marta,Descanso,Reserva directa,41,952859,2.2,6.5,4.5
VCO0561,Barranquilla,Cartagena,Descanso,Agencia tradicional,32,1165591,2.5,4.2,4.6
VCO0562,Manizales,Amazonas,Ecoturismo,Recomendación,24,347417,2.1,4.8,4.2
VCO0563,Bogotá,Santa Marta,Aventura,Reserva directa,28,343033,4.5,2.8,4.2
VCO0564,Bogotá,Santa Marta,Cultural,App móvil,28,500389,4.6,2.4,4.8
VCO0565,Bogotá,Amazonas,Ecoturismo,Recomendación,22,391660,5.3,3.8,4.0
VCO0566,Medellín,Cartagena,Gastronómico,Agencia tradicional,33,913729,3.0,5.5,4.0
VCO0567,Bogotá,Cartagena,Gastronómico,Agencia tradicional,33,942880,1.1,4.9,4.0
VCO0568,Barranquilla,Cartagena,Descanso,App móvil,44,876830,2.0,4.9,4.4
VCO0569,Barranquilla,San Andrés,Gastronómico,Reserva directa,53,1792777,1.5,5.0,4.7
VCO0570,Cali,Santa Marta,Aventura,Reserva directa,33,299467,3.2,3.4,4.3
